"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Accomack County, VA"	"51001"	20	164634	12.1482	0.0226%
	"Albemarle County, VA"	"51003"	Suppressed	527772	Suppressed	Suppressed
	"Alleghany County, VA"	"51005"	Suppressed	78375	Suppressed	Suppressed
	"Amelia County, VA"	"51007"	Suppressed	64436	Suppressed	Suppressed
	"Amherst County, VA"	"51009"	Suppressed	159360	Suppressed	Suppressed
	"Appomattox County, VA"	"51011"	Suppressed	77104	Suppressed	Suppressed
	"Arlington County, VA"	"51013"	11	1145993	Unreliable	0.0124%
	"Augusta County, VA"	"51015"	Suppressed	372229	Suppressed	Suppressed
	"Bath County, VA"	"51017"	Suppressed	22422	Suppressed	Suppressed
	"Bedford County, VA"	"51019"	Suppressed	380066	Suppressed	Suppressed
	"Bland County, VA"	"51021"	Suppressed	32784	Suppressed	Suppressed
	"Botetourt County, VA"	"51023"	Suppressed	165872	Suppressed	Suppressed
	"Brunswick County, VA"	"51025"	Suppressed	82656	Suppressed	Suppressed
	"Buchanan County, VA"	"51027"	Suppressed	113171	Suppressed	Suppressed
	"Buckingham County, VA"	"51029"	Suppressed	85194	Suppressed	Suppressed
	"Campbell County, VA"	"51031"	15	275168	Unreliable	0.0169%
	"Caroline County, VA"	"51033"	10	149699	Unreliable	0.0113%
	"Carroll County, VA"	"51035"	Suppressed	148467	Suppressed	Suppressed
	"Charles City County, VA"	"51036"	Suppressed	35268	Suppressed	Suppressed
	"Charlotte County, VA"	"51037"	Suppressed	60979	Suppressed	Suppressed
	"Chesterfield County, VA"	"51041"	90	1678539	5.3618	0.1015%
	"Clarke County, VA"	"51043"	Suppressed	72016	Suppressed	Suppressed
	"Craig County, VA"	"51045"	Suppressed	25875	Suppressed	Suppressed
	"Culpeper County, VA"	"51047"	10	248469	Unreliable	0.0113%
	"Cumberland County, VA"	"51049"	Suppressed	48850	Suppressed	Suppressed
	"Dickenson County, VA"	"51051"	Suppressed	75659	Suppressed	Suppressed
	"Dinwiddie County, VA"	"51053"	13	139967	Unreliable	0.0147%
	"Essex County, VA"	"51057"	Suppressed	55613	Suppressed	Suppressed
	"Fairfax County, VA"	"51059"	85	5697781	1.4918	0.0959%
	"Fauquier County, VA"	"51061"	Suppressed	342771	Suppressed	Suppressed
	"Floyd County, VA"	"51063"	Suppressed	78243	Suppressed	Suppressed
	"Fluvanna County, VA"	"51065"	Suppressed	131027	Suppressed	Suppressed
	"Franklin County, VA"	"51067"	18	281471	Unreliable	0.0203%
	"Frederick County, VA"	"51069"	Suppressed	417800	Suppressed	Suppressed
	"Giles County, VA"	"51071"	Suppressed	84142	Suppressed	Suppressed
	"Gloucester County, VA"	"51073"	Suppressed	185624	Suppressed	Suppressed
	"Goochland County, VA"	"51075"	Suppressed	111168	Suppressed	Suppressed
	"Grayson County, VA"	"51077"	Suppressed	77038	Suppressed	Suppressed
	"Greene County, VA"	"51079"	Suppressed	95980	Suppressed	Suppressed
	"Greensville County, VA"	"51081"	Suppressed	58837	Suppressed	Suppressed
	"Halifax County, VA"	"51083"	Suppressed	175281	Suppressed	Suppressed
	"Hanover County, VA"	"51085"	Suppressed	516790	Suppressed	Suppressed
	"Henrico County, VA"	"51087"	90	1620089	5.5553	0.1015%
	"Henry County, VA"	"51089"	16	259251	Unreliable	0.0180%
	"Highland County, VA"	"51091"	Suppressed	11105	Suppressed	Suppressed
	"Isle of Wight County, VA"	"51093"	Suppressed	181125	Suppressed	Suppressed
	"James City County, VA"	"51095"	11	366174	Unreliable	0.0124%
	"King and Queen County, VA"	"51097"	Suppressed	35625	Suppressed	Suppressed
	"King George County, VA"	"51099"	Suppressed	128133	Suppressed	Suppressed
	"King William County, VA"	"51101"	Suppressed	81594	Suppressed	Suppressed
	"Lancaster County, VA"	"51103"	Suppressed	54917	Suppressed	Suppressed
	"Lee County, VA"	"51105"	Suppressed	122815	Suppressed	Suppressed
	"Loudoun County, VA"	"51107"	20	1872383	1.0682	0.0226%
	"Louisa County, VA"	"51109"	Suppressed	173991	Suppressed	Suppressed
	"Lunenburg County, VA"	"51111"	Suppressed	61800	Suppressed	Suppressed
	"Madison County, VA"	"51113"	Suppressed	65846	Suppressed	Suppressed
	"Mathews County, VA"	"51115"	Suppressed	44156	Suppressed	Suppressed
	"Mecklenburg County, VA"	"51117"	Suppressed	155277	Suppressed	Suppressed
	"Middlesex County, VA"	"51119"	Suppressed	53521	Suppressed	Suppressed
	"Montgomery County, VA"	"51121"	Suppressed	488265	Suppressed	Suppressed
	"Nelson County, VA"	"51125"	Suppressed	74236	Suppressed	Suppressed
	"New Kent County, VA"	"51127"	Suppressed	102749	Suppressed	Suppressed
	"Northampton County, VA"	"51131"	Suppressed	60386	Suppressed	Suppressed
	"Northumberland County, VA"	"51133"	Suppressed	61180	Suppressed	Suppressed
	"Nottoway County, VA"	"51135"	Suppressed	78054	Suppressed	Suppressed
	"Orange County, VA"	"51137"	Suppressed	176706	Suppressed	Suppressed
	"Page County, VA"	"51139"	Suppressed	118780	Suppressed	Suppressed
	"Patrick County, VA"	"51141"	Suppressed	90265	Suppressed	Suppressed
	"Pittsylvania County, VA"	"51143"	12	309948	Unreliable	0.0135%
	"Powhatan County, VA"	"51145"	Suppressed	141783	Suppressed	Suppressed
	"Prince Edward County, VA"	"51147"	Suppressed	114673	Suppressed	Suppressed
	"Prince George County, VA"	"51149"	Suppressed	188102	Suppressed	Suppressed
	"Prince William County, VA"	"51153"	61	2254628	2.7055	0.0688%
	"Pulaski County, VA"	"51155"	10	171548	Unreliable	0.0113%
	"Rappahannock County, VA"	"51157"	Suppressed	36926	Suppressed	Suppressed
	"Richmond County, VA"	"51159"	Suppressed	44476	Suppressed	Suppressed
	"Roanoke County, VA"	"51161"	11	469479	Unreliable	0.0124%
	"Rockbridge County, VA"	"51163"	Suppressed	112039	Suppressed	Suppressed
	"Rockingham County, VA"	"51165"	Suppressed	394476	Suppressed	Suppressed
	"Russell County, VA"	"51167"	Suppressed	138596	Suppressed	Suppressed
	"Scott County, VA"	"51169"	Suppressed	110945	Suppressed	Suppressed
	"Shenandoah County, VA"	"51171"	Suppressed	215295	Suppressed	Suppressed
	"Smyth County, VA"	"51173"	Suppressed	156395	Suppressed	Suppressed
	"Southampton County, VA"	"51175"	Suppressed	90103	Suppressed	Suppressed
	"Spotsylvania County, VA"	"51177"	14	652054	Unreliable	0.0158%
	"Stafford County, VA"	"51179"	22	709793	3.0995	0.0248%
	"Surry County, VA"	"51181"	Suppressed	33348	Suppressed	Suppressed
	"Sussex County, VA"	"51183"	Suppressed	58169	Suppressed	Suppressed
	"Tazewell County, VA"	"51185"	Suppressed	213699	Suppressed	Suppressed
	"Warren County, VA"	"51187"	Suppressed	195487	Suppressed	Suppressed
	"Washington County, VA"	"51191"	Suppressed	272828	Suppressed	Suppressed
	"Westmoreland County, VA"	"51193"	Suppressed	88090	Suppressed	Suppressed
	"Wise County, VA"	"51195"	Suppressed	198056	Suppressed	Suppressed
	"Wythe County, VA"	"51197"	Suppressed	145482	Suppressed	Suppressed
	"York County, VA"	"51199"	12	336163	Unreliable	0.0135%
	"Alexandria city, VA"	"51510"	22	768823	2.8615	0.0248%
	"Bedford city, VA"	"51515"	Suppressed	5948	Suppressed	Suppressed
	"Bristol city, VA"	"51520"	Suppressed	85416	Suppressed	Suppressed
	"Buena Vista city, VA"	"51530"	Suppressed	32680	Suppressed	Suppressed
	"Charlottesville city, VA"	"51540"	12	231470	Unreliable	0.0135%
	"Chesapeake city, VA"	"51550"	71	1177708	6.0287	0.0801%
	"Clifton Forge city, VA"	"51560"	Missing	Missing	Missing	Missing
	"Colonial Heights city, VA"	"51570"	Suppressed	88787	Suppressed	Suppressed
	"Covington city, VA"	"51580"	Suppressed	28327	Suppressed	Suppressed
	"Danville city, VA"	"51590"	45	210461	21.3816	0.0508%
	"Emporia city, VA"	"51595"	Suppressed	27133	Suppressed	Suppressed
	"Fairfax city, VA"	"51600"	Suppressed	120730	Suppressed	Suppressed
	"Falls Church city, VA"	"51610"	Suppressed	69598	Suppressed	Suppressed
	"Franklin city, VA"	"51620"	Suppressed	42136	Suppressed	Suppressed
	"Fredericksburg city, VA"	"51630"	Suppressed	141257	Suppressed	Suppressed
	"Galax city, VA"	"51640"	Suppressed	34363	Suppressed	Suppressed
	"Hampton city, VA"	"51650"	86	680111	12.6450	0.0970%
	"Harrisonburg city, VA"	"51660"	Suppressed	263704	Suppressed	Suppressed
	"Hopewell city, VA"	"51670"	17	112093	Unreliable	0.0192%
	"Lexington city, VA"	"51678"	Suppressed	35894	Suppressed	Suppressed
	"Lynchburg city, VA"	"51680"	17	398080	Unreliable	0.0192%
	"Manassas city, VA"	"51683"	Suppressed	208534	Suppressed	Suppressed
	"Manassas Park city, VA"	"51685"	Suppressed	79555	Suppressed	Suppressed
	"Martinsville city, VA"	"51690"	Suppressed	67698	Suppressed	Suppressed
	"Newport News city, VA"	"51700"	112	908583	12.3269	0.1263%
	"Norfolk city, VA"	"51710"	153	1227778	12.4615	0.1726%
	"Norton city, VA"	"51720"	Suppressed	19787	Suppressed	Suppressed
	"Petersburg city, VA"	"51730"	61	161348	37.8065	0.0688%
	"Poquoson city, VA"	"51735"	Suppressed	60281	Suppressed	Suppressed
	"Portsmouth city, VA"	"51740"	72	478234	15.0554	0.0812%
	"Radford city, VA"	"51750"	Suppressed	87374	Suppressed	Suppressed
	"Richmond city, VA"	"51760"	201	1102458	18.2320	0.2267%
	"Roanoke city, VA"	"51770"	53	497287	10.6578	0.0598%
	"Salem city, VA"	"51775"	Suppressed	127625	Suppressed	Suppressed
	"Staunton city, VA"	"51790"	Suppressed	122195	Suppressed	Suppressed
	"Suffolk city, VA"	"51800"	23	440205	5.2248	0.0259%
	"Virginia Beach city, VA"	"51810"	88	2255241	3.9020	0.0993%
	"Waynesboro city, VA"	"51820"	Suppressed	108334	Suppressed	Suppressed
	"Williamsburg city, VA"	"51830"	Suppressed	75194	Suppressed	Suppressed
	"Winchester city, VA"	"51840"	Suppressed	137491	Suppressed	Suppressed
	"Adams County, WA"	"53001"	Suppressed	96244	Suppressed	Suppressed
	"Asotin County, WA"	"53003"	Suppressed	111245	Suppressed	Suppressed
	"Benton County, WA"	"53005"	29	953138	3.0426	0.0327%
	"Chelan County, WA"	"53007"	10	377070	Unreliable	0.0113%
	"Clallam County, WA"	"53009"	10	368557	Unreliable	0.0113%
	"Clark County, WA"	"53011"	59	2295981	2.5697	0.0665%
	"Columbia County, WA"	"53013"	Suppressed	19946	Suppressed	Suppressed
	"Cowlitz County, WA"	"53015"	14	519531	Unreliable	0.0158%
	"Douglas County, WA"	"53017"	Suppressed	203081	Suppressed	Suppressed
	"Ferry County, WA"	"53019"	Suppressed	38103	Suppressed	Suppressed
	"Franklin County, WA"	"53021"	19	445539	Unreliable	0.0214%
	"Garfield County, WA"	"53023"	Suppressed	11147	Suppressed	Suppressed
	"Grant County, WA"	"53025"	20	466988	4.2828	0.0226%
	"Grays Harbor County, WA"	"53027"	15	357343	Unreliable	0.0169%
	"Island County, WA"	"53029"	Suppressed	404464	Suppressed	Suppressed
	"Jefferson County, WA"	"53031"	Suppressed	153143	Suppressed	Suppressed
	"King County, WA"	"53033"	295	10580160	2.7882	0.3327%
	"Kitsap County, WA"	"53035"	30	1299507	2.3086	0.0338%
	"Kittitas County, WA"	"53037"	Suppressed	218627	Suppressed	Suppressed
	"Klickitat County, WA"	"53039"	Suppressed	105865	Suppressed	Suppressed
	"Lewis County, WA"	"53041"	Suppressed	381357	Suppressed	Suppressed
	"Lincoln County, WA"	"53043"	Suppressed	51801	Suppressed	Suppressed
	"Mason County, WA"	"53045"	20	308139	6.4906	0.0226%
	"Okanogan County, WA"	"53047"	11	207295	Unreliable	0.0124%
	"Pacific County, WA"	"53049"	Suppressed	104782	Suppressed	Suppressed
	"Pend Oreille County, WA"	"53051"	Suppressed	65446	Suppressed	Suppressed
	"Pierce County, WA"	"53053"	165	4233701	3.8973	0.1861%
	"San Juan County, WA"	"53055"	Suppressed	81196	Suppressed	Suppressed
	"Skagit County, WA"	"53057"	31	610348	5.0791	0.0350%
	"Skamania County, WA"	"53059"	Suppressed	57300	Suppressed	Suppressed
	"Snohomish County, WA"	"53061"	90	3867250	2.3272	0.1015%
	"Spokane County, WA"	"53063"	98	2459885	3.9839	0.1105%
	"Stevens County, WA"	"53065"	10	220040	Unreliable	0.0113%
	"Thurston County, WA"	"53067"	29	1353585	2.1425	0.0327%
	"Wahkiakum County, WA"	"53069"	Suppressed	20554	Suppressed	Suppressed
	"Walla Walla County, WA"	"53071"	Suppressed	300619	Suppressed	Suppressed
	"Whatcom County, WA"	"53073"	24	1065192	2.2531	0.0271%
	"Whitman County, WA"	"53075"	Suppressed	239471	Suppressed	Suppressed
	"Yakima County, WA"	"53077"	101	1243390	8.1230	0.1139%
	"Barbour County, WV"	"54001"	Suppressed	83568	Suppressed	Suppressed
	"Berkeley County, WV"	"54003"	26	559549	4.6466	0.0293%
	"Boone County, WV"	"54005"	Suppressed	116475	Suppressed	Suppressed
	"Braxton County, WV"	"54007"	Suppressed	72088	Suppressed	Suppressed
	"Brooke County, WV"	"54009"	Suppressed	116037	Suppressed	Suppressed
	"Cabell County, WV"	"54011"	46	482031	9.5430	0.0519%
	"Calhoun County, WV"	"54013"	Suppressed	37190	Suppressed	Suppressed
	"Clay County, WV"	"54015"	Suppressed	44718	Suppressed	Suppressed
	"Doddridge County, WV"	"54017"	Suppressed	41884	Suppressed	Suppressed
	"Fayette County, WV"	"54019"	22	223572	9.8402	0.0248%
	"Gilmer County, WV"	"54021"	Suppressed	42062	Suppressed	Suppressed
	"Grant County, WV"	"54023"	Suppressed	58614	Suppressed	Suppressed
	"Greenbrier County, WV"	"54025"	Suppressed	177176	Suppressed	Suppressed
	"Hampshire County, WV"	"54027"	Suppressed	117053	Suppressed	Suppressed
	"Hancock County, WV"	"54029"	Suppressed	149256	Suppressed	Suppressed
	"Hardy County, WV"	"54031"	Suppressed	69301	Suppressed	Suppressed
	"Harrison County, WV"	"54033"	11	342658	Unreliable	0.0124%
	"Jackson County, WV"	"54035"	Suppressed	145669	Suppressed	Suppressed
	"Jefferson County, WV"	"54037"	Suppressed	279974	Suppressed	Suppressed
	"Kanawha County, WV"	"54039"	79	939364	8.4099	0.0891%
	"Lewis County, WV"	"54041"	Suppressed	81849	Suppressed	Suppressed
	"Lincoln County, WV"	"54043"	Suppressed	106592	Suppressed	Suppressed
	"Logan County, WV"	"54045"	Suppressed	172667	Suppressed	Suppressed
	"McDowell County, WV"	"54047"	20	98756	20.2519	0.0226%
	"Marion County, WV"	"54049"	Suppressed	283471	Suppressed	Suppressed
	"Marshall County, WV"	"54051"	Suppressed	159836	Suppressed	Suppressed
	"Mason County, WV"	"54053"	Suppressed	134805	Suppressed	Suppressed
	"Mercer County, WV"	"54055"	23	305154	7.5372	0.0259%
	"Mineral County, WV"	"54057"	Suppressed	137366	Suppressed	Suppressed
	"Mingo County, WV"	"54059"	Suppressed	125682	Suppressed	Suppressed
	"Monongalia County, WV"	"54061"	16	519625	Unreliable	0.0180%
	"Monroe County, WV"	"54063"	Suppressed	67343	Suppressed	Suppressed
	"Morgan County, WV"	"54065"	Suppressed	87793	Suppressed	Suppressed
	"Nicholas County, WV"	"54067"	Suppressed	127740	Suppressed	Suppressed
	"Ohio County, WV"	"54069"	Suppressed	214672	Suppressed	Suppressed
	"Pendleton County, WV"	"54071"	Suppressed	36118	Suppressed	Suppressed
	"Pleasants County, WV"	"54073"	Suppressed	37988	Suppressed	Suppressed
	"Pocahontas County, WV"	"54075"	Suppressed	42895	Suppressed	Suppressed
	"Preston County, WV"	"54077"	12	169024	Unreliable	0.0135%
	"Putnam County, WV"	"54079"	Suppressed	284001	Suppressed	Suppressed
	"Raleigh County, WV"	"54081"	33	386207	8.5446	0.0372%
	"Randolph County, WV"	"54083"	Suppressed	145761	Suppressed	Suppressed
	"Ritchie County, WV"	"54085"	Suppressed	49715	Suppressed	Suppressed
	"Roane County, WV"	"54087"	Suppressed	72006	Suppressed	Suppressed
	"Summers County, WV"	"54089"	Suppressed	66084	Suppressed	Suppressed
	"Taylor County, WV"	"54091"	Suppressed	84743	Suppressed	Suppressed
	"Tucker County, WV"	"54093"	Suppressed	34702	Suppressed	Suppressed
	"Tyler County, WV"	"54095"	Suppressed	44835	Suppressed	Suppressed
	"Upshur County, WV"	"54097"	Suppressed	123277	Suppressed	Suppressed
	"Wayne County, WV"	"54099"	Suppressed	204214	Suppressed	Suppressed
	"Webster County, WV"	"54101"	Suppressed	43500	Suppressed	Suppressed
	"Wetzel County, WV"	"54103"	Suppressed	79085	Suppressed	Suppressed
	"Wirt County, WV"	"54105"	Suppressed	29226	Suppressed	Suppressed
	"Wood County, WV"	"54107"	19	430005	Unreliable	0.0214%
	"Wyoming County, WV"	"54109"	Suppressed	110741	Suppressed	Suppressed
	"Adams County, WI"	"55001"	Suppressed	100885	Suppressed	Suppressed
	"Ashland County, WI"	"55003"	Suppressed	79176	Suppressed	Suppressed
	"Barron County, WI"	"55005"	Suppressed	227357	Suppressed	Suppressed
	"Bayfield County, WI"	"55007"	Suppressed	75017	Suppressed	Suppressed
	"Brown County, WI"	"55009"	25	1292427	1.9343	0.0282%
	"Buffalo County, WI"	"55011"	Suppressed	66003	Suppressed	Suppressed
	"Burnett County, WI"	"55013"	Suppressed	76385	Suppressed	Suppressed
	"Calumet County, WI"	"55015"	Suppressed	248490	Suppressed	Suppressed
	"Chippewa County, WI"	"55017"	Suppressed	317585	Suppressed	Suppressed
	"Clark County, WI"	"55019"	Suppressed	172719	Suppressed	Suppressed
	"Columbia County, WI"	"55021"	Suppressed	284186	Suppressed	Suppressed
	"Crawford County, WI"	"55023"	Suppressed	81715	Suppressed	Suppressed
	"Dane County, WI"	"55025"	54	2617555	2.0630	0.0609%
	"Dodge County, WI"	"55027"	Suppressed	441274	Suppressed	Suppressed
	"Door County, WI"	"55029"	Suppressed	138286	Suppressed	Suppressed
	"Douglas County, WI"	"55031"	Suppressed	217979	Suppressed	Suppressed
	"Dunn County, WI"	"55033"	Suppressed	222321	Suppressed	Suppressed
	"Eau Claire County, WI"	"55035"	Suppressed	511743	Suppressed	Suppressed
	"Florence County, WI"	"55037"	Suppressed	22292	Suppressed	Suppressed
	"Fond du Lac County, WI"	"55039"	Suppressed	510222	Suppressed	Suppressed
	"Forest County, WI"	"55041"	Suppressed	45344	Suppressed	Suppressed
	"Grant County, WI"	"55043"	Suppressed	259361	Suppressed	Suppressed
	"Green County, WI"	"55045"	Suppressed	185265	Suppressed	Suppressed
	"Green Lake County, WI"	"55047"	Suppressed	94130	Suppressed	Suppressed
	"Iowa County, WI"	"55049"	Suppressed	118756	Suppressed	Suppressed
	"Iron County, WI"	"55051"	Suppressed	28994	Suppressed	Suppressed
	"Jackson County, WI"	"55053"	Suppressed	102941	Suppressed	Suppressed
	"Jefferson County, WI"	"55055"	Suppressed	422920	Suppressed	Suppressed
	"Juneau County, WI"	"55057"	Suppressed	132016	Suppressed	Suppressed
	"Kenosha County, WI"	"55059"	30	840966	3.5673	0.0338%
	"Kewaunee County, WI"	"55061"	Suppressed	102165	Suppressed	Suppressed
	"La Crosse County, WI"	"55063"	Suppressed	589332	Suppressed	Suppressed
	"Lafayette County, WI"	"55065"	Suppressed	83942	Suppressed	Suppressed
	"Langlade County, WI"	"55067"	Suppressed	96589	Suppressed	Suppressed
	"Lincoln County, WI"	"55069"	Suppressed	140897	Suppressed	Suppressed
	"Manitowoc County, WI"	"55071"	Suppressed	399331	Suppressed	Suppressed
	"Marathon County, WI"	"55073"	10	678399	Unreliable	0.0113%
	"Marinette County, WI"	"55075"	Suppressed	204593	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	Suppressed	75676	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	Suppressed	22560	Suppressed	Suppressed
	"Milwaukee County, WI"	"55079"	657	4773697	13.7629	0.7410%
	"Monroe County, WI"	"55081"	Suppressed	227474	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	Suppressed	187153	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	Suppressed	177674	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	15	916181	Unreliable	0.0169%
	"Ozaukee County, WI"	"55089"	Suppressed	439117	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	Suppressed	36546	Suppressed	Suppressed
	"Pierce County, WI"	"55093"	Suppressed	205962	Suppressed	Suppressed
	"Polk County, WI"	"55095"	Suppressed	217285	Suppressed	Suppressed
	"Portage County, WI"	"55097"	Suppressed	352191	Suppressed	Suppressed
	"Price County, WI"	"55099"	Suppressed	68081	Suppressed	Suppressed
	"Racine County, WI"	"55101"	20	976495	2.0481	0.0226%
	"Richland County, WI"	"55103"	Suppressed	87866	Suppressed	Suppressed
	"Rock County, WI"	"55105"	32	807304	3.9638	0.0361%
	"Rusk County, WI"	"55107"	Suppressed	71130	Suppressed	Suppressed
	"St. Croix County, WI"	"55109"	Suppressed	436934	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	Suppressed	318113	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	Suppressed	82113	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	Suppressed	206523	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	Suppressed	576552	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	Suppressed	102365	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	Suppressed	147746	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	Suppressed	152770	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	Suppressed	107271	Suppressed	Suppressed
